$LPR file,,,,,,,,,,,
,,,,,,,,,,,
PO4,KT:37,38,39,40,41,42,43,44,45,46,
Segment:2,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
3,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
4,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
5,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
6,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
10,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
11,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
12,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
13,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
14,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
15,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
16,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
17,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
18,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
19,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
20,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
21,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
22,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
23,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
24,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
25,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
26,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
27,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
28,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
